2015-12-02 23:01:46.494191,Let Your Thoughts Fly Away,Dilated Peoples,failed
2015-12-02 23:02:05.459788,Let Your Thoughts Fly Away,Dilated Peoples,failed
2015-12-02 23:03:21.900560,Let Your Thoughts Fly Away,Dilated Peoples,failed
2015-12-02 23:04:05.607227,Let Your Thoughts Fly Away,Dilated Peoples,failed
2015-12-02 23:06:05.938719,Let Your Thoughts Fly Away,Dilated Peoples,failed
2015-12-02 23:11:14.028687,Perfect Day,Lou Reed,failed
2015-12-02 23:12:05.367255,Perfect Day,Lou Reed,failed
2015-12-02 23:14:06.459011,Perfect Day,Lou Reed, Jade
2015-12-02 23:18:50.683305,Here,Alessia Cara, Jade
2015-12-02 23:20:44.820354,repeat
2015-12-02 23:22:06.235354,repeat
2015-12-02 23:24:05.407708,Go feat. Q-Tip,The Chemical Brothers, Jade
2015-12-02 23:26:07.493541,repeat
2015-12-02 23:28:06.374840,Paradise,Coldplay, Jade
2015-12-02 23:30:07.755605,repeat
2015-12-02 23:32:06.331313,The Light Is Clear In My Eyes,Moby and The Void Pacific Choir, Jade
2015-12-02 23:34:12.691783,repeat
2015-12-02 23:36:04.895507,failed
2015-12-02 23:38:07.498906,failed
2015-12-02 23:40:05.610780,failed
2015-12-02 23:42:05.600120,failed
2015-12-02 23:44:05.937555,Northern Highway,Martin Courtney, Jade
2015-12-02 23:46:04.919432,Tunic (Song For Karen),Sonic Youth, Jade
2015-12-02 23:48:06.049157,repeat
2015-12-02 23:50:10.579809,repeat
2015-12-02 23:52:04.966449,repeat
2015-12-02 23:54:07.958347,Broken Heart,Dr. Dog, Jade
2015-12-02 23:56:06.237696,repeat
2015-12-02 23:58:05.953501,The Joke Explained,Wilco, Jade
2015-12-03 00:00:06.027670,Same Thing Coming,Mixed Blood Majority, Jade
2015-12-03 00:02:08.474900,repeat
2015-12-03 00:04:05.568990,Rave On,Buddy Holly, Jade
2015-12-03 00:06:06.367553,Boys In The Street,Greg Holden, Jade
2015-12-03 00:08:07.251902,repeat
